Database ID (database_id),CARRIERS ID (carriers_id),DNA Failed QC (caqc_fail),Sequencing Protocol (sub_seq_protocol),DNA Buffer (cast_buffer),Plate Barcode (cast_plate_barcode),Plate Location in Couch Lab (cast_plate_lab_location),Plate Coordinate (sub_plate_coordinate),Plate Volume (uL) (sub_plate_vol),Plate Concentration (ng/uL) (sub_plate_conc),Quibit Result (ng/uL) (caqc_qubit),Was stock sample modified (caqc_mod),Date Working Plate Created (cawk_plate_date),Working Plate Barcode (cawk_plate_barcode),Working Plate Coordinate (cawk_plate_coordinate),Working Plate Volume Water Added (uL) (cawk_plate_vol_water),Working Plate Volume Sample Added (uL) (cawk_plate_vol_stock),Working Plate Total Volume (uL) (cawk_plate_vol),Working Plate Final Concentration (ng/uL) (cawk_plate_conc),Working Plate Location in Couch Lab (cawk_plate_lab_location),Working Plate Complete (cawk_complete),Send sample to UPenn (caup_upenn)
2959,CA00002959,,Qiagen,1XTE,CAST00000032,cold room drawer 19,B07,10,50,,0,,,B07,,,,,,0,0
2960,CA00002960,0,Qiagen,1XTE,CAST00000032,cold room drawer 19,C01,10,50,,0,,,C01,,,,,,0,0
2961,CA00002961,,Qiagen,1XTE,CAST00000032,cold room drawer 19,C02,10,50,,0,,,C02,,,,,,0,0
2962,CA00002962,,Qiagen,1XTE,CAST00000032,cold room drawer 19,C03,10,50,,0,,,C03,,,,,,0,0
2963,CA00002963,,Qiagen,1XTE,CAST00000032,cold room drawer 19,C04,10,50,,0,,,C04,,,,,,0,0
2964,CA00002964,,Qiagen,1XTE,CAST00000032,cold room drawer 19,C05,10,50,,0,,,C05,,,,,,0,0
2965,CA00002965,,Qiagen,1XTE,CAST00000032,cold room drawer 19,C06,10,50,,0,,,C06,,,,,,0,0
2966,CA00002966,,Qiagen,1XTE,CAST00000032,cold room drawer 19,C07,10,50,,0,,,C07,,,,,,0,0
2967,CA00002967,0,Qiagen,1XTE,CAST00000032,cold room drawer 19,D01,10,50,,0,,,D01,,,,,,0,0
2968,CA00002968,,Qiagen,1XTE,CAST00000032,cold room drawer 19,D02,10,50,,0,,,D02,,,,,,0,0
2969,CA00002969,,Qiagen,1XTE,CAST00000032,cold room drawer 19,D03,10,50,,0,,,D03,,,,,,0,0
2970,CA00002970,,Qiagen,1XTE,CAST00000032,cold room drawer 19,D04,10,50,,0,,,D04,,,,,,0,0
2971,CA00002971,,Qiagen,1XTE,CAST00000032,cold room drawer 19,D05,10,50,,0,,,D05,,,,,,0,0
2972,CA00002972,,Qiagen,1XTE,CAST00000032,cold room drawer 19,D06,10,50,,0,,,D06,,,,,,0,0
2973,CA00002973,,Qiagen,1XTE,CAST00000032,cold room drawer 19,D07,10,50,,0,,,D07,,,,,,0,0
2974,CA00002974,0,Qiagen,1XTE,CAST00000032,cold room drawer 19,E01,10,50,,0,,,E01,,,,,,0,0
2975,CA00002975,,Qiagen,1XTE,CAST00000032,cold room drawer 19,E02,10,50,,0,,,E02,,,,,,0,0
2976,CA00002976,,Qiagen,1XTE,CAST00000032,cold room drawer 19,E03,10,50,,0,,,E03,,,,,,0,0
2977,CA00002977,,Qiagen,1XTE,CAST00000032,cold room drawer 19,E04,10,50,,0,,,E04,,,,,,0,0
2978,CA00002978,,Qiagen,1XTE,CAST00000032,cold room drawer 19,E05,10,50,,0,,,E05,,,,,,0,0
2979,CA00002979,,Qiagen,1XTE,CAST00000032,cold room drawer 19,E06,10,50,,0,,,E06,,,,,,0,0
2980,CA00002980,,Qiagen,1XTE,CAST00000032,cold room drawer 19,E07,10,50,,0,,,E07,,,,,,0,0
2981,CA00002981,0,Qiagen,1XTE,CAST00000032,cold room drawer 19,F01,10,50,,0,,,F01,,,,,,0,0
2982,CA00002982,,Qiagen,1XTE,CAST00000032,cold room drawer 19,F02,10,50,,0,,,F02,,,,,,0,0
2983,CA00002983,,Qiagen,1XTE,CAST00000032,cold room drawer 19,F03,10,50,,0,,,F03,,,,,,0,0
2984,CA00002984,,Qiagen,1XTE,CAST00000032,cold room drawer 19,F04,10,50,,0,,,F04,,,,,,0,0
2985,CA00002985,,Qiagen,1XTE,CAST00000032,cold room drawer 19,F05,10,50,,0,,,F05,,,,,,0,0
2986,CA00002986,,Qiagen,1XTE,CAST00000032,cold room drawer 19,F06,10,50,,0,,,F06,,,,,,0,0
2987,CA00002987,,Qiagen,1XTE,CAST00000032,cold room drawer 19,F07,10,50,,0,,,F07,,,,,,0,0
2988,CA00002988,0,Qiagen,1XTE,CAST00000032,cold room drawer 19,G01,10,50,,0,,,G01,,,,,,0,0
2989,CA00002989,,Qiagen,1XTE,CAST00000032,cold room drawer 19,G02,10,50,,0,,,G02,,,,,,0,0
2990,CA00002990,,Qiagen,1XTE,CAST00000032,cold room drawer 19,G03,10,50,,0,,,G03,,,,,,0,0
2991,CA00002991,,Qiagen,1XTE,CAST00000032,cold room drawer 19,G04,10,50,,0,,,G04,,,,,,0,0
2992,CA00002992,,Qiagen,1XTE,CAST00000032,cold room drawer 19,G05,10,50,,0,,,G05,,,,,,0,0
2993,CA00002993,,Qiagen,1XTE,CAST00000032,cold room drawer 19,G06,10,50,,0,,,G06,,,,,,0,0
2994,CA00002994,,Qiagen,1XTE,CAST00000032,cold room drawer 19,G07,10,50,,0,,,G07,,,,,,0,0
2995,CA00002995,0,Qiagen,1XTE,CAST00000032,cold room drawer 19,H01,10,50,,0,,,H01,,,,,,0,0
2996,CA00002996,,Qiagen,1XTE,CAST00000032,cold room drawer 19,H02,10,50,,0,,,H02,,,,,,0,0
2997,CA00002997,,Qiagen,1XTE,CAST00000032,cold room drawer 19,H03,10,50,,0,,,H03,,,,,,0,0
2998,CA00002998,,Qiagen,1XTE,CAST00000032,cold room drawer 19,H04,10,50,,0,,,H04,,,,,,0,0
2999,CA00002999,,Qiagen,1XTE,CAST00000032,cold room drawer 19,H05,10,50,,0,,,H05,,,,,,0,0
3000,CA00003000,,Qiagen,1XTE,CAST00000032,cold room drawer 19,H06,10,50,,0,,,H06,,,,,,0,0
3001,CA00003001,0,Qiagen,1XTE,CAST00000033,cold room drawer 20,A01,10,50,,0,,,A01,,,,,,0,0
3002,CA00003002,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A02,10,50,,0,,,A02,,,,,,0,0
3003,CA00003003,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A03,10,50,,0,,,A03,,,,,,0,0
3004,CA00003004,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A04,10,50,,0,,,A04,,,,,,0,0
3005,CA00003005,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A05,10,50,,0,,,A05,,,,,,0,0
3006,CA00003006,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A06,10,50,,0,,,A06,,,,,,0,0
3007,CA00003007,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A07,10,50,,0,,,A07,,,,,,0,0
3008,CA00003008,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A08,10,50,,0,,,A08,,,,,,0,0
3009,CA00003009,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A09,10,50,,0,,,A09,,,,,,0,0
3010,CA00003010,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A10,10,50,,0,,,A10,,,,,,0,0
3011,CA00003011,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A11,10,50,,0,,,A11,,,,,,0,0
3012,CA00003012,,Qiagen,1XTE,CAST00000033,cold room drawer 20,A12,10,50,,0,,,A12,,,,,,0,0
3013,CA00003013,0,Qiagen,1XTE,CAST00000033,cold room drawer 20,B01,10,50,,0,,,B01,,,,,,0,0
3014,CA00003014,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B02,10,50,,0,,,B02,,,,,,0,0
3015,CA00003015,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B03,10,50,,0,,,B03,,,,,,0,0
3016,CA00003016,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B04,10,50,,0,,,B04,,,,,,0,0
3017,CA00003017,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B05,10,50,,0,,,B05,,,,,,0,0
3018,CA00003018,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B06,10,50,,0,,,B06,,,,,,0,0
3019,CA00003019,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B07,10,50,,0,,,B07,,,,,,0,0
3020,CA00003020,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B08,10,50,,0,,,B08,,,,,,0,0
3021,CA00003021,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B09,10,50,,0,,,B09,,,,,,0,0
3022,CA00003022,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B10,10,50,,0,,,B10,,,,,,0,0
3023,CA00003023,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B11,10,50,,0,,,B11,,,,,,0,0
3024,CA00003024,,Qiagen,1XTE,CAST00000033,cold room drawer 20,B12,10,50,,0,,,B12,,,,,,0,0
3025,CA00003025,0,Qiagen,1XTE,CAST00000033,cold room drawer 20,C01,10,50,,0,,,C01,,,,,,0,0
3026,CA00003026,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C02,10,50,,0,,,C02,,,,,,0,0
3027,CA00003027,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C03,10,50,,0,,,C03,,,,,,0,0
3028,CA00003028,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C04,10,50,,0,,,C04,,,,,,0,0
3029,CA00003029,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C05,10,50,,0,,,C05,,,,,,0,0
3030,CA00003030,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C06,10,50,,0,,,C06,,,,,,0,0
3031,CA00003031,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C07,10,50,,0,,,C07,,,,,,0,0
3032,CA00003032,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C08,10,50,,0,,,C08,,,,,,0,0
3033,CA00003033,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C09,10,50,,0,,,C09,,,,,,0,0
3034,CA00003034,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C10,10,50,,0,,,C10,,,,,,0,0
3035,CA00003035,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C11,10,50,,0,,,C11,,,,,,0,0
3036,CA00003036,,Qiagen,1XTE,CAST00000033,cold room drawer 20,C12,10,50,,0,,,C12,,,,,,0,0
3037,CA00003037,0,Qiagen,1XTE,CAST00000033,cold room drawer 20,D01,10,50,,0,,,D01,,,,,,0,0
3038,CA00003038,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D02,10,50,,0,,,D02,,,,,,0,0
3039,CA00003039,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D03,10,50,,0,,,D03,,,,,,0,0
3040,CA00003040,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D04,10,50,,0,,,D04,,,,,,0,0
3041,CA00003041,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D05,10,50,,0,,,D05,,,,,,0,0
3042,CA00003042,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D06,10,50,,0,,,D06,,,,,,0,0
3043,CA00003043,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D07,10,50,,0,,,D07,,,,,,0,0
3044,CA00003044,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D08,10,50,,0,,,D08,,,,,,0,0
3045,CA00003045,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D09,10,50,,0,,,D09,,,,,,0,0
3046,CA00003046,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D10,10,50,,0,,,D10,,,,,,0,0
3047,CA00003047,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D11,10,50,,0,,,D11,,,,,,0,0
3048,CA00003048,,Qiagen,1XTE,CAST00000033,cold room drawer 20,D12,10,50,,0,,,D12,,,,,,0,0
3049,CA00003049,0,Qiagen,1XTE,CAST00000033,cold room drawer 20,E01,10,50,,0,,,E01,,,,,,0,0
3050,CA00003050,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E02,10,50,,0,,,E02,,,,,,0,0
3051,CA00003051,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E03,10,50,,0,,,E03,,,,,,0,0
3052,CA00003052,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E04,10,50,,0,,,E04,,,,,,0,0
3053,CA00003053,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E05,10,50,,0,,,E05,,,,,,0,0
3054,CA00003054,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E06,10,50,,0,,,E06,,,,,,0,0
3055,CA00003055,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E07,10,50,,0,,,E07,,,,,,0,0
3056,CA00003056,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E08,10,50,,0,,,E08,,,,,,0,0
3057,CA00003057,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E09,10,50,,0,,,E09,,,,,,0,0
3058,CA00003058,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E10,10,50,,0,,,E10,,,,,,0,0
3059,CA00003059,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E11,10,50,,0,,,E11,,,,,,0,0
3060,CA00003060,,Qiagen,1XTE,CAST00000033,cold room drawer 20,E12,10,50,,0,,,E12,,,,,,0,0
3061,CA00003061,0,Qiagen,1XTE,CAST00000033,cold room drawer 20,F01,10,50,,0,,,F01,,,,,,0,0
3062,CA00003062,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F02,10,50,,0,,,F02,,,,,,0,0
3063,CA00003063,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F03,10,50,,0,,,F03,,,,,,0,0
3064,CA00003064,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F04,10,50,,0,,,F04,,,,,,0,0
3065,CA00003065,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F05,10,50,,0,,,F05,,,,,,0,0
3066,CA00003066,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F06,10,50,,0,,,F06,,,,,,0,0
3067,CA00003067,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F07,10,50,,0,,,F07,,,,,,0,0
3068,CA00003068,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F08,10,50,,0,,,F08,,,,,,0,0
3069,CA00003069,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F09,10,50,,0,,,F09,,,,,,0,0
3070,CA00003070,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F10,10,50,,0,,,F10,,,,,,0,0
3071,CA00003071,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F11,10,50,,0,,,F11,,,,,,0,0
3072,CA00003072,,Qiagen,1XTE,CAST00000033,cold room drawer 20,F12,10,50,,0,,,F12,,,,,,0,0
3073,CA00003073,0,Qiagen,1XTE,CAST00000033,cold room drawer 20,G01,10,50,,0,,,G01,,,,,,0,0
3074,CA00003074,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G02,10,50,,0,,,G02,,,,,,0,0
3075,CA00003075,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G03,10,50,,0,,,G03,,,,,,0,0
3076,CA00003076,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G04,10,50,,0,,,G04,,,,,,0,0
3077,CA00003077,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G05,10,50,,0,,,G05,,,,,,0,0
3078,CA00003078,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G06,10,50,,0,,,G06,,,,,,0,0
3079,CA00003079,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G07,10,50,,0,,,G07,,,,,,0,0
3080,CA00003080,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G08,10,50,,0,,,G08,,,,,,0,0
3081,CA00003081,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G09,10,50,,0,,,G09,,,,,,0,0
3082,CA00003082,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G10,10,50,,0,,,G10,,,,,,0,0
3083,CA00003083,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G11,10,50,,0,,,G11,,,,,,0,0
3084,CA00003084,,Qiagen,1XTE,CAST00000033,cold room drawer 20,G12,10,50,,0,,,G12,,,,,,0,0
3085,CA00003085,0,Qiagen,1XTE,CAST00000033,cold room drawer 20,H01,10,50,,0,,,H01,,,,,,0,0
3086,CA00003086,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H02,10,50,,0,,,H02,,,,,,0,0
3087,CA00003087,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H03,10,50,,0,,,H03,,,,,,0,0
3088,CA00003088,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H04,10,50,,0,,,H04,,,,,,0,0
3089,CA00003089,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H05,10,50,,0,,,H05,,,,,,0,0
3090,CA00003090,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H06,10,50,,0,,,H06,,,,,,0,0
3091,CA00003091,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H07,10,50,,0,,,H07,,,,,,0,0
3092,CA00003092,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H08,10,50,,0,,,H08,,,,,,0,0
3093,CA00003093,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H09,10,50,,0,,,H09,,,,,,0,0
3094,CA00003094,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H10,10,50,,0,,,H10,,,,,,0,0
3095,CA00003095,,Qiagen,1XTE,CAST00000033,cold room drawer 20,H11,10,50,,0,,,H11,,,,,,0,0
3096,CA00003096,0,Qiagen,1XTE,CAST00000034,cold room drawer 20,A01,10,50,,0,,,A01,,,,,,0,0
3097,CA00003097,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A02,10,50,,0,,,A02,,,,,,0,0
3098,CA00003098,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A03,10,50,,0,,,A03,,,,,,0,0
3099,CA00003099,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A04,10,50,,0,,,A04,,,,,,0,0
3100,CA00003100,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A05,10,50,,0,,,A05,,,,,,0,0
3101,CA00003101,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A06,10,50,,0,,,A06,,,,,,0,0
3102,CA00003102,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A07,10,50,,0,,,A07,,,,,,0,0
3103,CA00003103,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A08,10,50,,0,,,A08,,,,,,0,0
3104,CA00003104,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A09,10,50,,0,,,A09,,,,,,0,0
3105,CA00003105,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A10,10,50,,0,,,A10,,,,,,0,0
3106,CA00003106,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A11,10,50,,0,,,A11,,,,,,0,0
3107,CA00003107,,Qiagen,1XTE,CAST00000034,cold room drawer 20,A12,10,50,,0,,,A12,,,,,,0,0
3108,CA00003108,0,Qiagen,1XTE,CAST00000034,cold room drawer 20,B01,10,50,,0,,,B01,,,,,,0,0
3109,CA00003109,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B02,10,50,,0,,,B02,,,,,,0,0
3110,CA00003110,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B03,10,50,,0,,,B03,,,,,,0,0
3111,CA00003111,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B04,10,50,,0,,,B04,,,,,,0,0
3112,CA00003112,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B05,10,50,,0,,,B05,,,,,,0,0
3113,CA00003113,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B06,10,50,,0,,,B06,,,,,,0,0
3114,CA00003114,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B07,10,50,,0,,,B07,,,,,,0,0
3115,CA00003115,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B08,10,50,,0,,,B08,,,,,,0,0
3116,CA00003116,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B09,10,50,,0,,,B09,,,,,,0,0
3117,CA00003117,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B10,10,50,,0,,,B10,,,,,,0,0
3118,CA00003118,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B11,10,50,,0,,,B11,,,,,,0,0
3119,CA00003119,,Qiagen,1XTE,CAST00000034,cold room drawer 20,B12,10,50,,0,,,B12,,,,,,0,0
3120,CA00003120,0,Qiagen,1XTE,CAST00000034,cold room drawer 20,C01,10,50,,0,,,C01,,,,,,0,0
3121,CA00003121,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C02,10,50,,0,,,C02,,,,,,0,0
3122,CA00003122,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C03,10,50,,0,,,C03,,,,,,0,0
3123,CA00003123,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C04,10,50,,0,,,C04,,,,,,0,0
3124,CA00003124,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C05,10,50,,0,,,C05,,,,,,0,0
3125,CA00003125,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C06,10,50,,0,,,C06,,,,,,0,0
3126,CA00003126,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C07,10,50,,0,,,C07,,,,,,0,0
3127,CA00003127,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C08,10,50,,0,,,C08,,,,,,0,0
3128,CA00003128,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C09,10,50,,0,,,C09,,,,,,0,0
3129,CA00003129,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C10,10,50,,0,,,C10,,,,,,0,0
3130,CA00003130,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C11,10,50,,0,,,C11,,,,,,0,0
3131,CA00003131,,Qiagen,1XTE,CAST00000034,cold room drawer 20,C12,10,50,,0,,,C12,,,,,,0,0
3132,CA00003132,0,Qiagen,1XTE,CAST00000034,cold room drawer 20,D01,10,50,,0,,,D01,,,,,,0,0
3133,CA00003133,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D02,10,50,,0,,,D02,,,,,,0,0
3134,CA00003134,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D03,10,50,,0,,,D03,,,,,,0,0
3135,CA00003135,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D04,10,50,,0,,,D04,,,,,,0,0
3136,CA00003136,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D05,10,50,,0,,,D05,,,,,,0,0
3137,CA00003137,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D06,10,50,,0,,,D06,,,,,,0,0
3138,CA00003138,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D07,10,50,,0,,,D07,,,,,,0,0
3139,CA00003139,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D08,10,50,,0,,,D08,,,,,,0,0
3140,CA00003140,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D09,10,50,,0,,,D09,,,,,,0,0
3141,CA00003141,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D10,10,50,,0,,,D10,,,,,,0,0
3142,CA00003142,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D11,10,50,,0,,,D11,,,,,,0,0
3143,CA00003143,,Qiagen,1XTE,CAST00000034,cold room drawer 20,D12,10,50,,0,,,D12,,,,,,0,0
3144,CA00003144,0,Qiagen,1XTE,CAST00000034,cold room drawer 20,E01,10,50,,0,,,E01,,,,,,0,0
3145,CA00003145,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E02,10,50,,0,,,E02,,,,,,0,0
3146,CA00003146,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E03,10,50,,0,,,E03,,,,,,0,0
3147,CA00003147,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E04,10,50,,0,,,E04,,,,,,0,0
3148,CA00003148,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E05,10,50,,0,,,E05,,,,,,0,0
3149,CA00003149,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E06,10,50,,0,,,E06,,,,,,0,0
3150,CA00003150,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E07,10,50,,0,,,E07,,,,,,0,0
3151,CA00003151,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E08,10,50,,0,,,E08,,,,,,0,0
3152,CA00003152,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E09,10,50,,0,,,E09,,,,,,0,0
3153,CA00003153,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E10,10,50,,0,,,E10,,,,,,0,0
3154,CA00003154,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E11,10,50,,0,,,E11,,,,,,0,0
3155,CA00003155,,Qiagen,1XTE,CAST00000034,cold room drawer 20,E12,10,50,,0,,,E12,,,,,,0,0
3156,CA00003156,0,Qiagen,1XTE,CAST00000034,cold room drawer 20,F01,10,50,,0,,,F01,,,,,,0,0
3157,CA00003157,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F02,10,50,,0,,,F02,,,,,,0,0
3158,CA00003158,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F03,10,50,,0,,,F03,,,,,,0,0
3159,CA00003159,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F04,10,50,,0,,,F04,,,,,,0,0
3160,CA00003160,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F05,10,50,,0,,,F05,,,,,,0,0
3161,CA00003161,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F06,10,50,,0,,,F06,,,,,,0,0
3162,CA00003162,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F07,10,50,,0,,,F07,,,,,,0,0
3163,CA00003163,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F08,10,50,,0,,,F08,,,,,,0,0
3164,CA00003164,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F09,10,50,,0,,,F09,,,,,,0,0
3165,CA00003165,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F10,10,50,,0,,,F10,,,,,,0,0
3166,CA00003166,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F11,10,50,,0,,,F11,,,,,,0,0
3167,CA00003167,,Qiagen,1XTE,CAST00000034,cold room drawer 20,F12,10,50,,0,,,F12,,,,,,0,0
3168,CA00003168,0,Qiagen,1XTE,CAST00000034,cold room drawer 20,G01,10,50,,0,,,G01,,,,,,0,0
3169,CA00003169,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G02,10,50,,0,,,G02,,,,,,0,0
3170,CA00003170,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G03,10,50,,0,,,G03,,,,,,0,0
3171,CA00003171,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G04,10,50,,0,,,G04,,,,,,0,0
3172,CA00003172,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G05,10,50,,0,,,G05,,,,,,0,0
3173,CA00003173,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G06,10,50,,0,,,G06,,,,,,0,0
3174,CA00003174,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G07,10,50,,0,,,G07,,,,,,0,0
3175,CA00003175,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G08,10,50,,0,,,G08,,,,,,0,0
3176,CA00003176,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G09,10,50,,0,,,G09,,,,,,0,0
3177,CA00003177,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G10,10,50,,0,,,G10,,,,,,0,0
3178,CA00003178,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G11,10,50,,0,,,G11,,,,,,0,0
3179,CA00003179,,Qiagen,1XTE,CAST00000034,cold room drawer 20,G12,10,50,,0,,,G12,,,,,,0,0
